 Masse A  
t x y 
363.000 196.4 94.32
364.000 196.5 94.22
365.000 196.6 94.28
366.000 196.6 94.26
367.000 196.8 94.19
368.000 197.1 94.23
369.000 197.3 94.21
370.000 197.5 94.25
371.000 197.5 94.20
372.000 197.9 94.15
373.000 198.1 94.28
374.000 198.2 94.21
375.000 198.5 94.23
376.000 198.5 94.28
377.000 198.6 94.27
378.000 198.8 94.14
379.000 199.1 94.20
380.000 199.3 94.25
381.000 199.5 94.22
382.000 199.5 94.32
383.000 199.7 94.32
384.000 199.8 94.31
385.000 200.1 94.31
386.000 200.2 94.30
387.000 200.5 94.31
388.000 200.4 94.36
389.000 200.5 94.32
390.000 200.8 94.30
391.000 201.1 94.29
392.000 201.3 94.25
393.000 201.7 94.33
394.000 201.6 94.38
395.000 202.0 94.35
396.000 202.3 94.31
397.000 202.4 94.29
398.000 202.5 94.33
399.000 202.6 94.33
400.000 202.8 94.29
401.000 203.4 94.33
402.000 203.5 94.28
403.000 203.7 94.33
404.000 203.8 94.25
405.000 204.3 94.30
406.000 204.4 94.27
407.000 204.5 94.34
408.000 204.7 94.32
409.000 204.8 94.37
410.000 205.4 94.34
411.000 205.7 94.41
412.000 205.8 94.35
413.000 206.1 94.50
414.000 206.3 94.73
415.000 206.5 94.76
416.000 206.6 94.84
417.000 207.0 94.61
418.000 207.3 94.75
419.000 207.5 94.78
420.000 207.6 94.78
421.000 208.0 94.91
422.000 208.3 94.75
423.000 208.5 94.78
424.000 208.7 94.84
425.000 208.8 94.72
426.000 209.2 94.81
427.000 209.5 94.71
428.000 209.6 94.83
429.000 209.8 94.80
430.000 210.4 94.79
431.000 210.4 94.87
432.000 210.6 94.87
433.000 210.6 94.94
434.000 211.0 94.89
435.000 211.4 94.86
436.000 211.6 94.97
437.000 211.7 94.90
438.000 211.8 94.88
439.000 212.2 94.89
440.000 212.3 94.87
441.000 212.7 94.94
442.000 212.9 94.86
443.000 213.2 94.88
444.000 213.5 94.94
445.000 213.6 94.83
446.000 213.9 94.85
447.000 214.1 94.79
448.000 214.3 94.82
449.000 214.4 94.85
450.000 214.6 94.85
451.000 214.7 94.87
452.000 215.0 94.83
453.000 215.6 94.91
454.000 215.6 94.97
455.000 216.0 94.89
456.000 216.1 94.99
457.000 216.3 94.94
458.000 216.4 94.93
459.000 216.6 94.99
460.000 216.9 94.89
461.000 217.3 94.96
462.000 217.4 94.96
463.000 217.7 95.02
464.000 217.8 95.03
465.000 218.0 94.96
466.000 218.3 94.99
467.000 218.5 94.99
468.000 218.4 94.93
469.000 218.5 95.02
470.000 218.5 94.98
471.000 218.7 94.95
472.000 218.7 95.05
473.000 218.9 95.00
474.000 219.6 94.97
475.000 219.6 95.00
476.000 219.9 94.96
477.000 220.2 94.96
478.000 220.3 94.96
479.000 220.4 95.03
480.000 220.5 95.06
481.000 220.6 95.05
482.000 220.7 95.03
483.000 220.7 94.98
484.000 220.9 95.05
485.000 221.3 94.95
486.000 221.5 94.98
487.000 221.6 95.02
488.000 221.6 94.98
489.000 221.7 95.06
490.000 221.7 94.98
491.000 222.1 94.94
492.000 222.3 95.00
493.000 222.3 94.98
494.000 222.5 95.06
495.000 222.4 95.01
496.000 222.5 94.99
497.000 222.5 95.02
498.000 222.6 95.02
499.000 222.7 95.06
500.000 222.8 95.01
501.000 223.0 94.99
502.000 223.3 95.05
503.000 223.2 95.01
504.000 223.4 95.07
505.000 223.4 95.14
506.000 223.4 95.01
507.000 223.4 95.02
508.000 223.4 95.04
509.000 223.5 95.08
510.000 223.5 95.06
511.000 223.5 95.05
512.000 223.6 95.12
513.000 223.6 95.07
514.000 223.6 95.08
515.000 223.6 95.00
516.000 223.8 94.99
517.000 223.9 95.07
518.000 224.0 95.00
519.000 224.0 95.06
520.000 224.0 95.02
521.000 224.0 94.98
522.000 224.0 95.08
523.000 224.0 95.00
524.000 224.0 95.05
525.000 224.0 95.00
526.000 224.0 95.01
527.000 223.9 95.07
528.000 223.9 95.18
529.000 223.9 95.07
530.000 223.9 95.06
531.000 223.8 94.97
532.000 223.7 95.11
533.000 223.5 94.96
534.000 223.4 94.97
535.000 223.4 95.13
536.000 223.4 95.05
537.000 223.3 95.03
538.000 223.2 95.01
539.000 223.3 95.03
540.000 223.2 95.00
541.000 223.1 95.01
542.000 222.8 94.96
543.000 223.0 94.98
544.000 222.7 94.98
545.000 222.5 95.00
546.000 222.4 94.99
547.000 222.3 94.99
548.000 222.3 94.93
549.000 222.2 94.98
550.000 222.2 94.95
551.000 222.1 94.89
552.000 222.0 94.95
553.000 222.0 94.96
554.000 222.0 94.97
555.000 221.8 94.96
556.000 221.7 95.02
557.000 221.3 95.06
558.000 221.2 95.05
